"Component Status","Product","Reference","Source","Responsible","Start","End","Deadline","State","Quantity Producing","Quantity To Produce","Total Quantity","Product/Cost","Product/Sales Price"
"","[FURN_7800] Desk Combination","WH/MO/05590","SO-6590","Portal User Template","2024-05-22 01:00:00","2024-06-24 01:00:00","2024-08-10 01:00:00","Draft","2.0","2.0","2.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/09270","","Mitchell Admin","2024-05-23 01:00:00","2024-06-17 01:00:00","2024-07-06 01:00:00","Draft","7.0","7.0","7.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01655","","Mitchell Admin","2024-05-24 01:00:00","2024-06-11 01:00:00","2024-07-11 01:00:00","In Progress","14.0","14.0","14.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/02420","","Portal User Template","2024-05-24 01:00:00","2024-06-09 01:00:00","2024-08-20 01:00:00","Draft","19.0","19.0","19.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/08860","","OdooBot","2024-05-24 01:00:00","2024-06-27 01:00:00","2024-07-02 01:00:00","Draft","5.0","5.0","5.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01375","SO-2375","Portal User Template","2024-05-27 01:00:00","2024-06-11 01:00:00","2024-07-22 01:00:00","In Progress","11.0","11.0","11.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/05030","SO-6030","Portal User Template","2024-05-27 01:00:00","2024-06-24 01:00:00","2024-08-18 01:00:00","Draft","15.0","15.0","15.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/07115","SO-8115","Portal User Template","2024-05-27 01:00:00","2024-06-11 01:00:00","2024-08-29 01:00:00","In Progress","8.0","8.0","8.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/04610","","Portal User Template","2024-05-28 01:00:00","2024-06-20 01:00:00","2024-08-30 01:00:00","Draft","1.0","1.0","1.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/07300","SO-8300","Public user","2024-05-30 01:00:00","2024-06-22 01:00:00","2024-07-10 01:00:00","Draft","12.0","12.0","12.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/04200","SO-5200","OdooBot","2024-06-01 01:00:00","2024-06-11 01:00:00","2024-08-28 01:00:00","Draft","19.0","19.0","19.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09055","","Public user","2024-06-01 01:00:00","2024-06-18 01:00:00","2024-07-13 01:00:00","In Progress","8.0","8.0","8.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/00810","SO-1810","OdooBot","2024-06-04 01:00:00","2024-06-23 01:00:00","2024-07-12 01:00:00","Draft","19.0","19.0","19.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/05300","","Public user","2024-06-05 01:00:00","2024-06-18 01:00:00","2024-07-29 01:00:00","Draft","1.0","1.0","1.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01865","SO-2865","OdooBot","2024-06-07 01:00:00","2024-07-03 01:00:00","2024-09-05 01:00:00","In Progress","3.0","3.0","3.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/06200","","Default User Template","2024-06-08 01:00:00","2024-07-03 01:00:00","2024-09-01 01:00:00","Draft","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05095","","Portal User Template","2024-06-09 01:00:00","2024-06-22 01:00:00","2024-08-13 01:00:00","In Progress","15.0","15.0","15.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/08880","SO-9880","OdooBot","2024-06-09 01:00:00","2024-07-05 01:00:00","2024-08-01 01:00:00","Draft","3.0","3.0","3.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/03830","","Mitchell Admin","2024-06-11 01:00:00","2024-07-20 01:00:00","2024-08-16 01:00:00","Draft","7.0","7.0","7.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/05530","SO-6530","Mitchell Admin","2024-06-11 01:00:00","2024-07-16 01:00:00","2024-08-16 01:00:00","Draft","9.0","9.0","9.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/02380","","Default User Template","2024-06-12 01:00:00","2024-07-03 01:00:00","2024-08-31 01:00:00","Draft","13.0","13.0","13.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/06510","","Mitchell Admin","2024-06-12 01:00:00","2024-06-24 01:00:00","2024-07-22 01:00:00","Draft","12.0","12.0","12.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/09005","SO-10005","Default User Template","2024-06-12 01:00:00","2024-07-05 01:00:00","2024-07-22 01:00:00","In Progress","16.0","16.0","16.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/07990","SO-8990","Mitchell Admin","2024-06-13 01:00:00","2024-07-04 01:00:00","2024-09-17 01:00:00","Draft","14.0","14.0","14.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/01665","SO-2665","OdooBot","2024-06-14 01:00:00","2024-07-19 01:00:00","2024-08-11 01:00:00","In Progress","13.0","13.0","13.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04455","","Portal User Template","2024-06-16 01:00:00","2024-07-07 01:00:00","2024-09-06 01:00:00","In Progress","17.0","17.0","17.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/00820","SO-1820","Default User Template","2024-06-17 01:00:00","2024-07-10 01:00:00","2024-08-20 01:00:00","Draft","19.0","19.0","19.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/03945","","Public user","2024-06-17 01:00:00","2024-07-06 01:00:00","2024-09-19 01:00:00","In Progress","4.0","4.0","4.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/06085","","Mitchell Admin","2024-06-18 01:00:00","2024-07-18 01:00:00","2024-08-02 01:00:00","In Progress","3.0","3.0","3.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/09950","SO-10950","Mitchell Admin","2024-06-18 01:00:00","2024-07-13 01:00:00","2024-08-08 01:00:00","Draft","2.0","2.0","2.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/01955","SO-2955","Public user","2024-06-19 01:00:00","2024-07-20 01:00:00","2024-08-20 01:00:00","In Progress","12.0","12.0","12.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/04285","","OdooBot","2024-06-19 01:00:00","2024-07-26 01:00:00","2024-08-10 01:00:00","In Progress","9.0","9.0","9.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09535","","OdooBot","2024-06-19 01:00:00","2024-07-28 01:00:00","2024-09-12 01:00:00","In Progress","3.0","3.0","3.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/00705","","Portal User Template","2024-06-20 01:00:00","2024-07-03 01:00:00","2024-09-03 01:00:00","In Progress","7.0","7.0","7.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/03120","SO-4120","Mitchell Admin","2024-06-20 01:00:00","2024-07-25 01:00:00","2024-08-20 01:00:00","Draft","17.0","17.0","17.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/06040","","OdooBot","2024-06-20 01:00:00","2024-07-17 01:00:00","2024-08-21 01:00:00","Draft","15.0","15.0","15.0","240.0","380.0"
"Available","[FURN_9666] Table","WH/MO/06125","","Portal User Template","2024-06-20 01:00:00","2024-07-07 01:00:00","2024-09-23 01:00:00","In Progress","9.0","9.0","9.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/04915","","Portal User Template","2024-06-21 01:00:00","2024-07-05 01:00:00","2024-08-25 01:00:00","In Progress","1.0","1.0","1.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05015","","Portal User Template","2024-06-21 01:00:00","2024-07-09 01:00:00","2024-08-03 01:00:00","In Progress","7.0","7.0","7.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/00835","","Default User Template","2024-06-22 01:00:00","2024-08-02 01:00:00","2024-09-04 01:00:00","In Progress","9.0","9.0","9.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/04955","SO-5955","Portal User Template","2024-06-22 01:00:00","2024-08-01 01:00:00","2024-09-04 01:00:00","In Progress","4.0","4.0","4.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/08660","","Public user","2024-06-22 01:00:00","2024-07-02 01:00:00","2024-08-22 01:00:00","Draft","2.0","2.0","2.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/07560","","Default User Template","2024-06-23 01:00:00","2024-07-05 01:00:00","2024-07-28 01:00:00","Draft","10.0","10.0","10.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/06475","","Default User Template","2024-06-24 01:00:00","2024-08-04 01:00:00","2024-08-28 01:00:00","In Progress","19.0","19.0","19.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/09400","","OdooBot","2024-06-24 01:00:00","2024-07-29 01:00:00","2024-08-13 01:00:00","Draft","8.0","8.0","8.0","240.0","380.0"
"","[FURN_8522] Table Top","WH/MO/00330","","Mitchell Admin","2024-06-26 01:00:00","2024-07-18 01:00:00","2024-10-01 01:00:00","Draft","14.0","14.0","14.0","240.0","380.0"
"","[FURN_8522] Table Top","WH/MO/04310","SO-5310","Default User Template","2024-06-26 01:00:00","2024-07-20 01:00:00","2024-08-15 01:00:00","Draft","6.0","6.0","6.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/02090","","Portal User Template","2024-06-27 01:00:00","2024-07-12 01:00:00","2024-09-02 01:00:00","Draft","9.0","9.0","9.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/01000","","Mitchell Admin","2024-06-28 01:00:00","2024-08-02 01:00:00","2024-09-26 01:00:00","Draft","5.0","5.0","5.0","240.0","380.0"
"Available","[FURN_8522] Table Top","WH/MO/07485","","Mitchell Admin","2024-06-28 01:00:00","2024-07-25 01:00:00","2024-08-22 01:00:00","In Progress","3.0","3.0","3.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09095","SO-10095","Portal User Template","2024-06-28 01:00:00","2024-07-18 01:00:00","2024-09-14 01:00:00","In Progress","20.0","20.0","20.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/09480","","Portal User Template","2024-06-28 01:00:00","2024-07-22 01:00:00","2024-08-03 01:00:00","Draft","14.0","14.0","14.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/03050","","Default User Template","2024-06-29 01:00:00","2024-07-26 01:00:00","2024-09-03 01:00:00","Draft","7.0","7.0","7.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/06760","","OdooBot","2024-06-29 01:00:00","2024-08-03 01:00:00","2024-09-06 01:00:00","Draft","9.0","9.0","9.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/05170","","OdooBot","2024-07-02 01:00:00","2024-08-06 01:00:00","2024-09-08 01:00:00","Draft","15.0","15.0","15.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/00275","","Portal User Template","2024-07-03 01:00:00","2024-07-27 01:00:00","2024-09-08 01:00:00","In Progress","11.0","11.0","11.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/08165","","OdooBot","2024-07-03 01:00:00","2024-07-24 01:00:00","2024-08-08 01:00:00","In Progress","6.0","6.0","6.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/03000","","OdooBot","2024-07-04 01:00:00","2024-07-17 01:00:00","2024-08-16 01:00:00","Draft","9.0","9.0","9.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03595","SO-4595","Portal User Template","2024-07-04 01:00:00","2024-07-21 01:00:00","2024-09-20 01:00:00","In Progress","14.0","14.0","14.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/04120","SO-5120","Public user","2024-07-04 01:00:00","2024-08-09 01:00:00","2024-08-31 01:00:00","Draft","4.0","4.0","4.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/07545","","Portal User Template","2024-07-05 01:00:00","2024-08-09 01:00:00","2024-09-11 01:00:00","In Progress","13.0","13.0","13.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/04715","","OdooBot","2024-07-07 01:00:00","2024-07-21 01:00:00","2024-09-21 01:00:00","In Progress","6.0","6.0","6.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06315","","OdooBot","2024-07-07 01:00:00","2024-07-22 01:00:00","2024-08-18 01:00:00","In Progress","20.0","20.0","20.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/06870","SO-7870","Portal User Template","2024-07-07 01:00:00","2024-08-13 01:00:00","2024-09-27 01:00:00","Draft","7.0","7.0","7.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/07270","","Public user","2024-07-09 01:00:00","2024-07-21 01:00:00","2024-09-08 01:00:00","Draft","18.0","18.0","18.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/02670","","Default User Template","2024-07-11 01:00:00","2024-07-31 01:00:00","2024-09-10 01:00:00","Draft","14.0","14.0","14.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/03025","","Mitchell Admin","2024-07-11 01:00:00","2024-08-09 01:00:00","2024-08-23 01:00:00","In Progress","20.0","20.0","20.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06115","","Public user","2024-07-11 01:00:00","2024-08-05 01:00:00","2024-09-07 01:00:00","In Progress","1.0","1.0","1.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/09160","SO-10160","Public user","2024-07-11 01:00:00","2024-08-14 01:00:00","2024-08-26 01:00:00","Draft","7.0","7.0","7.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06155","","Portal User Template","2024-07-14 01:00:00","2024-08-11 01:00:00","2024-09-03 01:00:00","In Progress","17.0","17.0","17.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/08420","","Portal User Template","2024-07-14 01:00:00","2024-08-18 01:00:00","2024-10-14 01:00:00","Draft","13.0","13.0","13.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/02480","SO-3480","Portal User Template","2024-07-15 01:00:00","2024-08-23 01:00:00","2024-08-27 01:00:00","Draft","15.0","15.0","15.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/02225","","Public user","2024-07-16 01:00:00","2024-08-19 01:00:00","2024-08-26 01:00:00","In Progress","8.0","8.0","8.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/06785","SO-7785","Public user","2024-07-16 01:00:00","2024-07-30 01:00:00","2024-09-04 01:00:00","In Progress","15.0","15.0","15.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/03935","","Mitchell Admin","2024-07-17 01:00:00","2024-08-27 01:00:00","2024-10-04 01:00:00","In Progress","11.0","11.0","11.0","80.0","100.0"
"Available","[FURN_8855] Drawer","WH/MO/03425","SO-4425","Portal User Template","2024-07-19 01:00:00","2024-08-05 01:00:00","2024-09-07 01:00:00","In Progress","19.0","19.0","19.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/08080","","Default User Template","2024-07-19 01:00:00","2024-08-09 01:00:00","2024-09-05 01:00:00","Draft","13.0","13.0","13.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/04280","SO-5280","Portal User Template","2024-07-20 01:00:00","2024-08-12 01:00:00","2024-10-16 01:00:00","Draft","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/09405","","Portal User Template","2024-07-20 01:00:00","2024-07-31 01:00:00","2024-09-07 01:00:00","In Progress","14.0","14.0","14.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/01800","SO-2800","OdooBot","2024-07-22 01:00:00","2024-08-17 01:00:00","2024-10-12 01:00:00","Draft","7.0","7.0","7.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/02575","","Portal User Template","2024-07-23 01:00:00","2024-08-22 01:00:00","2024-10-04 01:00:00","In Progress","20.0","20.0","20.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/05325","SO-6325","Default User Template","2024-07-23 01:00:00","2024-08-25 01:00:00","2024-09-03 01:00:00","In Progress","17.0","17.0","17.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/04900","","Mitchell Admin","2024-07-24 01:00:00","2024-08-23 01:00:00","2024-10-28 01:00:00","Draft","5.0","5.0","5.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/04570","","Default User Template","2024-07-27 01:00:00","2024-08-26 01:00:00","2024-10-02 01:00:00","Draft","7.0","7.0","7.0","100.0","110.5"
"Available","[FURN_7023] Wood Panel","WH/MO/02765","","Mitchell Admin","2024-07-28 01:00:00","2024-08-14 01:00:00","2024-10-27 01:00:00","In Progress","7.0","7.0","7.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/04010","","Mitchell Admin","2024-07-28 01:00:00","2024-08-15 01:00:00","2024-09-22 01:00:00","Draft","1.0","1.0","1.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/04435","","Portal User Template","2024-07-28 01:00:00","2024-08-28 01:00:00","2024-10-12 01:00:00","In Progress","10.0","10.0","10.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/01325","","Public user","2024-07-29 01:00:00","2024-09-03 01:00:00","2024-09-19 01:00:00","In Progress","14.0","14.0","14.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/00930","","Default User Template","2024-07-31 01:00:00","2024-08-21 01:00:00","2024-09-10 01:00:00","Draft","20.0","20.0","20.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/01565","","Default User Template","2024-07-31 01:00:00","2024-08-13 01:00:00","2024-10-25 01:00:00","In Progress","16.0","16.0","16.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/06490","","OdooBot","2024-07-31 01:00:00","2024-08-18 01:00:00","2024-09-12 01:00:00","Draft","8.0","8.0","8.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/09770","","Portal User Template","2024-07-31 01:00:00","2024-08-19 01:00:00","2024-10-01 01:00:00","Draft","11.0","11.0","11.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03735","","Default User Template","2024-08-01 01:00:00","2024-09-07 01:00:00","2024-10-30 01:00:00","In Progress","6.0","6.0","6.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/05000","SO-6000","OdooBot","2024-08-01 01:00:00","2024-08-27 01:00:00","2024-10-09 01:00:00","Draft","17.0","17.0","17.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/08325","","Portal User Template","2024-08-02 01:00:00","2024-09-07 01:00:00","2024-09-26 01:00:00","In Progress","17.0","17.0","17.0","100.0","110.5"
"","[FURN_8855] Drawer","WH/MO/04790","","OdooBot","2024-08-03 01:00:00","2024-08-29 01:00:00","2024-10-17 01:00:00","Draft","11.0","11.0","11.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/09320","SO-10320","Mitchell Admin","2024-08-03 01:00:00","2024-09-03 01:00:00","2024-11-06 01:00:00","Draft","17.0","17.0","17.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/04065","","Public user","2024-08-05 01:00:00","2024-09-09 01:00:00","2024-10-11 01:00:00","In Progress","20.0","20.0","20.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/02125","SO-3125","Default User Template","2024-08-08 01:00:00","2024-09-16 01:00:00","2024-09-20 01:00:00","In Progress","10.0","10.0","10.0","100.0","110.5"
"Available","[FURN_8522] Table Top","WH/MO/06525","SO-7525","Default User Template","2024-08-09 01:00:00","2024-09-12 01:00:00","2024-11-11 01:00:00","In Progress","1.0","1.0","1.0","240.0","380.0"
"","[FURN_8522] Table Top","WH/MO/07900","SO-8900","Default User Template","2024-08-10 01:00:00","2024-08-30 01:00:00","2024-09-29 01:00:00","Draft","14.0","14.0","14.0","240.0","380.0"
"Available","[FURN_9666] Table","WH/MO/09745","","Default User Template","2024-08-10 01:00:00","2024-08-25 01:00:00","2024-10-25 01:00:00","In Progress","12.0","12.0","12.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/00925","","Public user","2024-08-12 01:00:00","2024-08-29 01:00:00","2024-10-09 01:00:00","In Progress","2.0","2.0","2.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/01690","","Default User Template","2024-08-12 01:00:00","2024-09-16 01:00:00","2024-10-14 01:00:00","Draft","17.0","17.0","17.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/04830","","OdooBot","2024-08-13 01:00:00","2024-09-18 01:00:00","2024-09-18 01:00:00","Draft","13.0","13.0","13.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/03100","SO-4100","Public user","2024-08-14 01:00:00","2024-09-24 01:00:00","2024-10-17 01:00:00","Draft","10.0","10.0","10.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06055","","OdooBot","2024-08-14 01:00:00","2024-09-14 01:00:00","2024-10-25 01:00:00","In Progress","2.0","2.0","2.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/07435","","Default User Template","2024-08-14 01:00:00","2024-09-20 01:00:00","2024-10-02 01:00:00","In Progress","7.0","7.0","7.0","290.0","520.0"
